TSID,peer,parent,self,teacher
4041106092,24,30,22,27
4041106101,12,12,19,15
4041113012,24,22,27,30
4041113022,29,24,27,30
4041113031,22,22,30,31
4041113041,16,23,26,16
4041113052,22,27,25,15
4041113062,29,20,27,29
4041113071,27,31,25,29
4041113081,12,12,28,6
4041113092,23,21,22,20
4041113101,13,22,21,19
4041116012,19,28,29,16
4041116022,32,28,27,29
4041116031,25,27,27,17
4041116041,28,31,27,18
4041116052,26,18,20,26
4041116062,27,22,23,21
4041116071,31,10,26,9
4041116081,30,26,25,26
4041116092,29,25,28,30
4041116101,30,21,18,28
4041123012,22,19,26,19
4041123022,18,24,29,14
4041123031,11,18,25,26
4041123041,13,16,19,14
4041123052,21,19,24,23
4041123062,20,21,23,19
4041123071,19,19,19,18
4041123081,13,14,7,3
4041123092,2,25,28,18
4041123101,16,12,22,8
4041126012,16,15,11,14
4041126022,24,18,20,16
4041126031,28,24,26,17
4041126041,7,17,17,13
4041126052,26,22,19,21
4041126062,29,28,24,24
4041126071,21,13,23,23
4041126081,29,28,26,23
4041126092,25,15,23,28
4041126101,21,26,23,25
4051133012,30,21,22,14
4051133022,18,24,23,8
4051133031,29,27,25,15
4051133041,24,31,19,27
4051133052,22,20,20,18
4051133062,23,22,22,15
4051133071,16,11,18,11
4051133081,10,17,7,16
4051133092,20,23,23,23
4051133101,15,23,25,14
4051136012,21,28,19,20
4051136022,18,9,11,13
4051136031,14,9,17,19
4051136041,22,22,7,22
4051136052,20,25,19,24
4051136062,15,20,15,20
4051136071,14,30,17,7
4051136081,24,25,19,20
4051136092,18,23,20,23
4051136101,23,25,23,25
4051143012,26,26,12,24
4051143022,25,23,21,23
4051143031,11,21,24,15
4051143041,18,28,23,18
4051143052,22,14,23,18
4051143062,29,20,23,28
4051143071,21,30,30,28
4051143081,14,14,23,25
4051143092,13,23,15,25
4051143101,16,19,19,16
4051146012,21,28,27,20
4051146022,15,11,28,14
4051146031,16,28,16,13
4051146041,11,23,24,20
4051146052,27,17,19,20
4051146062,20,8,26,21
4051146071,20,24,15,11
4051146081,11,20,19,15
4051146092,28,23,18,13
4051146101,16,14,18,14
4051153012,27,25.5,31,31
4051153022,14,14,15,12
4051153031,13,19,17,9
4051153041,9,15,23,7
4051153052,13,21,23,9
4051153062,28,31,27,30
4051153071,7,21,18,4
4051153081,13,29,30,7
4051153092,29,27,29,27
4051153101,27,21,29,26
4051156012,25,14,22,12
4051156022,12,16,32,6
4051156031,23,21,29,15
4051156041,25,16,20,16
4051156052,27,29,24,28
4051156062,26,17,20,25
4051156071,27,18,15,11
4051156081,26,24,16,26
4051156092,22,25,27,26
4051156101,27,16,21,16
4062163012,18,24,26,13
4062163022,21,17,20,5
4062163031,10,29,27,14
4062163041,11,25,24,19
4062163052,22,23,11,9
4062163062,13,26,24,24
4062163071,21,24,27,11
4062163081,25,15,15,7
4062163092,26,28,19,11
4062163101,24,27,24,13
4062166012,19,27,20,20
4062166022,22,24,28,17
4062166031,22,28,19,21
4062166041,19,25,25,23
4062166052,16,28,29,12
4062166062,22,31,29,19
4062166071,19,19,24,21
4062166081,23,20,24,20
4062166092,27,28,25,13
4062166101,20,29,22,28
4062173012,23,31,28,28
4062173022,26,30,24,18
4062173031,29,28,21,14
4062173041,27,19,29,24
4062173052,27,25,25,28
4062173062,14,19,28,16
4062173071,19,19,29,16
4062173081,20,22,27,26
4062173092,14,20,24,17
4062173101,18,31,23,18
4062176012,26,24,28,23
4062176022,31,18,32,22
4062176031,29,28,29,22
4062176041,32,30,30,21
4062176052,28,18,31,19
4062176062,32,27,28,25
4062176071,31,31,29,16
4062176081,28,19,30,21
4062176092,32,26,31,23
4062176101,31,30,28,21
4062183012,19,29,25,25
4062183022,26,28,23,28
4062183031,24,26,26,26
4062183041,11,20,17,5
4062183052,15,26,25,23
4062183062,25,29,25,26
4062183071,19,21,18,10
4062183081,26,12,25,8
4062183092,19,16,23,24
4062183101,29,24,19,11
4062186012,15,24,27,16
4062186022,18,26,19,8
4062186031,21,12,27,12
4062186041,28,26,28,9
4062186052,23,26,28,20
4062186062,20,23,24,18
4062186071,26,31,26,21
4062186081,26,27,22,23
4062186092,27,15,27,25
4062186101,29,30,24,22
4072193012,10,23,18,17
4072193022,25,28,18,18
4072193031,10,27,17,12
4072193041,30,25,20,18
4072193052,21,23,29,23
4072193062,21,24,20,18
4072193071,28,24,24,22
4072193081,13,20,17,15
4072193092,27,22,27,27
4072193101,15,29,12,23
4072196012,23,25,28,23
4072196022,29,27,22,27
4072196031,29,19,30,20
4072196041,30,24,27,26
4072196052,18,29,22,19
4072196062,26,25,21,25
4072196071,30,23,24,18
4072196081,13,20,24,12
4072196092,25,25,25,19
4072196101,29,24,23,25
4072203012,26,28,18,27
4072203022,26,26,29,25
4072203031,24,25,19,17
4072203041,29,26,23,29
4072203052,22,27,29,26
4072203062,25,22,20,20
4072203071,20,23,27,22
4072203081,17,21,24,21
4072203092,15,25,27,17
4072203101,18,24,24,19
4072206012,30,26,25,22
4072206022,31,30,26,25
4072206031,30,30,29,26
4072206041,24,26,30,21
4072206052,22,26,29,31
4072206062,28,24,26,22
4072206071,31,20,27,21
4072206081,19,28,22,15
4072206092,30,30,31,26
4072206101,25,30,26,26
4072213012,15,29,26,25
4072213022,27,21,29,23
4072213031,29,20,25,20
4072213041,23,20,26,12
4072213052,28,29,24,29
4072213062,20,23,24,22
4072213071,23,14,25,14
4072213081,24,20,25,7
4072213092,23,26,23,25
4072213101,20,23,21,21
4072216012,27,27,22,21
4072216022,24,27,23,24
4072216031,30,23,24,8
4072216041,29,27,26,21
4072216052,16,24,26,7
4072216062,23,29,24,26
4072216071,27,23,23,18
4072216081,15,24,29,20
4072216092,23,29,20,13
4072216101,25,30,23,18
4072223012,28,28,21,26
4072223022,26,22,26,22
4072223031,24,23,25,24
4072223041,26,18,26,16
4072223052,21,21,26,25
4072223062,23,29,26,30
4072223071,24,23,27,25
4072223081,23,16,12,24
4072223092,25,16,24,19
4072223101,16,24,22,26
4072226012,29,28,26,29
4072226022,27,28,24,29
4072226031,30,24,23,22
4072226041,27,25,30,22
4072226052,31,26,24,22
4072226062,25,29,22,23
4072226071,27,21,22,25
4072226081,18,21,24,13
4072226092,18,28,26,26
4072226101,26,23,21,26
4072233012,19,29,31,26
4072233022,30,27,24,20
4072233031,19,29,25,20
4072233041,26,23,23,15
4072233052,24,32,31,31
4072233062,22,27,21,24
4072233071,24,30,25,22
4072233081,19,28,19,12
4072233092,26,29,31,28
4072233101,26,27,31,27
4072236012,16,26,29,22
4072236022,20,28,31,21
4072236031,31,31,27,27
4072236041,31,25,31,25
4072236052,30,28,27,28
4072236062,32,28,29,25
4072236071,14,18,30,15
4072236081,27,22,16,24
4072236092,29,24,28,21
4072236101,26,28,30,27
4072243012,21,12,20,19
4072243022,28,26,23,28
4072243031,25,21,25,22
4072243041,26,29,24,30
4072243052,6,23,26,9
4072243062,21,27,28,22
4072243071,14,23,18,20
4072243081,29,29,28,29
4072243092,24,22,24,28
4072243101,17,30,25,26
4072246012,15,26,27,23
4072246022,23,16,28,22
4072246031,19,22,27,22
4072246041,29,19,24,24
4072246052,28,29,30,25
4072246062,31,25,27,27
4072246071,27,29,29,29
4072246081,27,21,21,18
4072246092,29,25,23,20
4072246101,25,21,25,24
4082253012,27,28,26,30
4082253022,20,21,17,20
4082253031,19,30,18,17
4082253041,16,24,17,20
4082253052,24,25,23,25
4082253062,24,23,27,24
4082253071,17,27,20,24
4082253081,22,21,25,22
4082253092,25,22,28,23
4082253101,16,17,19,27
4082256012,15,17,23,27
4082256022,24,22,18,30
4082256031,20,25,21,31
4082256041,20,17,18,23
4082256052,19,29,17,29
4082256062,17,28,20,21
4082256071,26,27,17,27
4082256081,20,26,27,26
4082256092,24,25,29,27
4082256101,28,30,28,27
4082263012,27,32,22,26
4082263022,27,22,23,30
4082263031,24,29,26,27
4082263041,22,20,25,16
4082263052,19,26,30,29
4082263062,27,26,27,11
4082263071,26,23,24,23
4082263081,22,23,26,19
4082263092,20,28,29,26
4082263101,16,19,26,18
4082266012,17,26,26,24
4082266022,28,30,26,19
4082266031,21,28,29,17
4082266041,24,21,27,24
4082266052,30,26,28,22
4082266062,30,28,30,18
4082266071,28,23,23,25
4082266081,22,27,22,26
4082266092,30,25,28,21
4082266101,8,22,28,20
4082273012,29,25,29,23
4082273022,28,23,30,19
4082273031,26,16,24,15
4082273041,26,29,25,18
4082273052,28,20,28,24
4082273062,30,24,28,21
4082273071,24,28,29,17
4082273081,27,9,23,12
4082273092,30,20,22,25
4082273101,27,30,25,22
4082276012,19,15,25,19
4082276022,21,24,29,18
4082276031,12,22,17,16
4082276041,13,25,23,15
4082276052,23,27,19,17
4082276062,25,18,21,24
4082276071,30,22,19,23
4082276081,26,27,29,20
4082276092,16,24,19,19
4082276101,17,17,22,24
4082283012,29,27,30,26
4082283022,21,28,28,24
4082283031,17,28,26,24
4082283041,26,23,17,21
4082283052,25,26,26,22
4082283062,22,28,28,20
4082283071,19,22,27,26
4082283081,12,30,30,24
4082283092,26,29,27,27
4082283101,28,24,30,22
4082286012,20,24,31,25
4082286022,30,24,32,25
4082286031,24,31,32,30
4082286041,28,29,32,17
4082286052,31,27,32,27
4082286062,28,27,30,31
4082286071,30,29,28,26
4082286081,32,30,23,29
4082286092,31,19,29,25
4082286101,26,30,30,23
4082293012,21,27,29,11
4082293022,28,24,24,11
4082293031,24,28,27,19
4082293041,24,28,27,26
4082293052,20,21,26,19
4082293062,27,19,25,17
4082293071,23,20,30,13
4082293081,21,27,31,17
4082293092,19,27,26,20
4082293101,22,22,19,27
4082296012,28,28,27,24
4082296022,11,22,21,26
4082296031,28,29,28,24
4082296041,30,22,18,28
4082296052,28,26,24,25
4082296062,24,28,27,25
4082296071,13,19,20,12
4082296081,28,22,23,29
4082296092,26,27,19,22
4082296101,28,27,28,28
4082303012,20,29,24,29
4082303022,7,25,23,9
4082303031,29,20,22,19
4082303041,25,25,25,15
4082303052,27,19,25,29
4082303062,11,29,26,23
4082303071,22,28,25,16
4082303081,22,25,25,12
4082303092,24,25,27,28
4082303101,10,28,20,11
4082306012,22,18,21,29
4082306022,21,31,25,18
4082306031,16,16,15,27
4082306041,23,31,27,19
4082306052,20,20,23,17
4082306062,15,25,21,20
4082306071,24,28,28,25
4082306081,14,32,15,8
4082306092,23,28,25,25
4082306101,19,22,21,27
4092313012,17,27,29,25
4092313022,23,29,27,26
4092313031,19,30,22,27
4092313041,22,19,16,22
4092313052,18,21,18,23
4092313062,8,22,22,25
4092313071,20,18,26,19
4092313081,18,28,22,29
4092313092,25,31,27,27
4092313101,15,21,25,29
4092316012,25,31,20,25
4092316022,29,28,22,26
4092316031,23,20,21,22
4092316041,21,22,30,26
4092316052,31,24,30,27
4092316062,31,24,29,26
4092316071,31,29,18,26
4092316081,27,25,25,22
4092316092,26,25,26,29
4092316101,28,24,26,28
4092323012,20,9,25,14
4092323022,18,13,24,14
4092323031,30,23,29,23
4092323041,19,16,23,18
4092323052,29,27,28,26
4092323062,20,19,9,13
4092323071,12,23,25,20
4092323081,12,19,16,15
4092323092,28,25,25,18
4092323101,20,22,22,15
4092326012,23,30,29,28
4092326022,27,25,25,20
4092326031,29,13,31,12
4092326041,26,22,20,19
4092326052,23,31,30,28
4092326062,26,23,25,23
4092326071,13,25,27,22
4092326081,31,14,22,17
4092326092,12,25,20,20
4092326101,20,25,23,21
4092333012,29,29,20,29
4092333022,25,18,18,25
4092333031,26,24,22,31
4092333041,23,15,25,29
4092333052,15,16,28,30
4092333062,26,18,13,30
4092333071,28,20,24,29
4092333081,18,20,27,29
4092333092,18,23,27,29
4092333101,23,17,25,17
4092336012,22,19,20,17
4092336022,9,24,26,23
4092336031,23,29,31,9
4092336041,28,17,26,11
4092336052,20,19,28,17
4092336062,28,25,29,26
4092336071,29,31,31,25
4092336081,28,24,31,15
4092336092,22,21,24,20
4092336101,19,22,19,13
4092343012,19,23,11,20
4092343022,22,27,22,16
4092343031,18,21,21,24
4092343041,19,17,15,11
4092343052,23,16,24,27
4092343062,21,19,28,29
4092343071,14,31,28,28
4092343081,19,22,21,26
4092343092,26,27,22,27
4092343101,24,20,28,23
4092346012,24,21,28,20
4092346022,31,17,18,26
4092346031,30,31,29,18
4092346041,31,19,32,17
4092346052,30,30,28,28
4092346062,30,27,22,19
4092346071,31,24,31,16
4092346081,29,19,29,15
4092346092,31,18,31,18
4092346101,16,26,21,10
4092353012,12,26,20,21
4092353022,27,23,22,19
4092353031,27,23,23,23
4092353041,18,29,28,27
4092353052,28,22,14,16
4092353062,11,18,13,17
4092353071,20,28,19,14
4092353081,24,30,27,23
4092353092,19,19,28,20
4092353101,25,29,29,26
4092356012,31,30,26,28
4092356022,26,24,28,25
4092356031,16,27,27,17
4092356041,23,25,24,18
4092356052,29,27,26,26
4092356062,25,25,31,24
4092356071,28,25,27,25
4092356081,17,22,24,23
4092356092,29,23,22,26
4092356101,24,24,22,25
4102363012,27,29,31,24
4102363022,22,23,18,21
4102363031,29,18,24,18
4102363041,25,28,27,21
4102363052,27,23,30,20
4102363062,31,14,26,25
4102363071,27,30,24,15
4102363081,24,24,30,14
4102363092,17,23,24,13
4102363101,31,26,25,14
4102366012,24,30,29,19
4102366022,21,27,22,23
4102366031,30,20,30,11
4102366041,28,29,31,18
4102366052,30,27,27,13
4102366062,29,29,9,25
4102366071,31,24,26,8
4102366081,28,13,30,27
4102366092,29,29,28,29
4102366101,25,19,27,11
4102373012,13,24,25,25
4102373022,19,27,26,27
4102373031,25,29,23,26
4102373041,21,25,30,11
4102373052,28,28,26,28
4102373062,27,30,28,27
4102373071,18,25,27,26
4102373081,18,30,28,27
4102373092,29,27,30,25
4102373101,25,25,27,27
4102376012,29,23,30,27
4102376022,31,27,31,29
4102376031,20,29,31,21
4102376041,30,19,30,27
4102376052,32,26,27,30
4102376062,25,28,31,29
4102376071,29,28,30,25
4102376081,28,20,29,28
4102376092,28,28,28,30
4102376101,28,29,30,28
4102383012,15,24,26,19
4102383022,27,20,22,15
4102383031,24,19,17,11
4102383041,20,21,25,11
4102383052,25,23,23,13
4102383062,24,21,23,24
4102383071,26,16,26,14
4102383081,13,20,13,19
4102383092,29,29,28,20
4102383101,31,20,18,22
4102386012,21,28,29,22
4102386022,32,22,32,26
4102386031,18,30,27,21
4102386041,27,23,24,24
4102386052,29,25,31,28
4102386062,32,26,13,29
4102386071,25,28,24,19
4102386081,18,21,22,28
4102386092,32,16,31,22
4102386101,31,24,24,28
4102393012,19,15,30,27
4102393022,26,22,23,24
4102393031,22,30,26,25
4102393041,16,26,27,21
4102393052,28,22,26,22
4102393062,22,25,31,28
4102393071,19,24,25,17
4102393081,9,21,21,13
4102393092,26,21,23,27
4102393101,27,12,21,13
4102396012,20,21,30,18
4102396022,30,32,26,27
4102396031,18,26,30,29
4102396041,23,20,28,17
4102396052,30,30,29,18
4102396062,28,17,27,27
4102396071,15,28,28,21
4102396081,29,21,21,23
4102396092,26,24,30,25
4102396101,27,24,25,25
4102403012,22,17,20,22
4102403022,25,29,31,27
4102403031,30,18,26,23
4102403041,6,18,19,13
4102403052,26,19,24,23
4102403062,22,26,30,27
4102403071,16,16,26,27
4102403081,32,19,30,22
4102403092,25,22,21,29
4102403101,7,22,26,22
4102406012,27,28,26,23
4102406022,29,26,23,24
4102406031,15,23,19,8
4102406041,22,18,18,9
4102406052,26,28,22,10
4102406062,21,27,23,14
4102406071,29,29,28,23
4102406081,28,23,24,28
4102406092,23,27,25,17
4102406101,18,24,29,18
4112413012,28,26,28,31
4112413022,26,24,22,23
4112413031,22,31,22,31
4112413041,26,28,27,31
4112413052,24,26,26,27
4112413062,27,21,25,28
4112413071,16,29,24,31
4112413081,23,29,23,32
4112413092,13,23,24,29
4112413101,24,30,27,27
4112416012,23,30,22,25
4112416022,22,22,28,27
4112416031,29,22,23,18
4112416041,31,28,29,27
4112416052,27,27,24,28
4112416062,23,25,31,26
4112416071,27,26,31,28
4112416081,26,22,24,20
4112416092,30,26,25,29
4112416101,28,32,23,32
4112423012,23,25,30,31
4112423022,24,25,25,29
4112423031,30,29,26,27
4112423041,15,23,24,25
4112423052,29,29,26,29
4112423062,26,23,17,24
4112423071,19,27,27,26
4112423081,24,21,32,29
4112423092,23,23,24,26
4112423101,25,31,31,28
4112426012,29,19,31,26
4112426022,5,20,31,20
4112426031,16,23,32,21
4112426041,30,26,26,22
4112426052,30,23,31,25
4112426062,30,27,31,21
4112426071,24,30,26,18
4112426081,29,30,30,22
4112426092,28,27,28,27
4112426101,28,30,31,21
4112433012,30,26,29,29
4112433022,29,25,25,27
4112433031,26,30,25,25
4112433041,20,28,25,27
4112433052,25,32,27,22
4112433062,24,22,24,25
4112433071,21,31,25,23
4112433081,26,22,26,21
4112433092,20,22,27,26
4112433101,28,28,29,27
4112436012,24,19,19,26
4112436022,28,31,31,23
4112436031,25,23,24,14
4112436041,26,24,26,27
4112436052,23,30,26,29
4112436062,24,30,19,22
4112436071,28,25,21,25
4112436081,22,28,28,24
4112436092,30,28,28,16
4112436101,6,30,28,25
4112443012,23,25,24,23
4112443022,20,23,15,10
4112443031,24,25,22,25
4112443041,21,22,28,17
4112443052,30,27,20,11
4112443062,19,24,25,13
4112443071,15,26,21,24
4112443081,9,30,26,24
4112443092,15,23,18,23
4112443101,23,30,24,28
4112446012,17,28,27,18
4112446022,27,28,31,27
4112446031,25,30,30,11
4112446041,28,29,29,25
4112446052,28,25,28,15
4112446062,30,26,23,20
4112446071,29,30,30,17
4112446081,29,21,24,15
4112446092,31,25,24,29
4112446101,29,21,24,19
4112453012,30,28,25,26
4112453022,27,21,27,27
4112453031,14,27,19,27
4112453041,16,24,32,28
4112453052,30,29,24,29
4112453062,26,20,26,26
4112453071,26,22,17,18
4112453081,22,29,16,25
4112453092,11,29,27,27
4112453101,22,28,28,25
4112456012,30,27,25,26
4112456022,27,29,27,31
4112456031,30,30,29,24
4112456041,13,32,30,27
4112456052,25,30,31,25
4112456062,30,25,24,28
4112456071,30,27,24,12
4112456081,28,30,30,29
4112456092,30,30,29,27
4112456101,23,30,30,25
4122463012,22,21,27,16
4122463022,21,20,22,28
4122463031,16,30,11,28
4122463041,16,15,26,9
4122463052,22,26,25,15.5
4122463062,28,24,21,26.5
4122463071,19,17,18,24
4122463081,19,19,17,20
4122463092,26,24,26,27
4122463101,28,23,24.5,26
4122466012,17,21,21,17
4122466022,25,26,18.5,21
4122466031,16,17,19,12
4122466041,26,22,20,16
4122466052,23,16,24,16
4122466062,21,22,20.5,11
4122466071,23,23,21,10
4122466081,25,21,20,18
4122466092,14,19,25,14
4122466101,9.5,28,27,29
4122473012,28,22,27,28
4122473022,28,25,28,27.5
4122473031,25,27,23,23
4122473041,23,23,23,23
4122473052,28,23,28,28
4122473062,27,27,29,29
4122473071,16,25,26,26
4122473081,24,19,24,25
4122473092,29,28,25.5,26
4122473101,30,23,32,32
4122476012,28,22,26,27
4122476022,31,26,27,28
4122476031,29.5,20,28,24
4122476041,28,22,30.5,16
4122476052,28,26,29,22
4122476062,29,20,29,20
4122476071,31,17,31,26
4122476081,27,19,24,16
4122476092,28.5,24,31,27
4122476101,29,23,27,24
4122483012,20,22,23,29
4122483022,28,22,30,21
4122483031,32,27,26,24
4122483041,26.5,14,16,23
4122483052,21,26,20,29
4122483062,20,26,25,28
4122483071,27,26,30,28
4122483081,24,26,32,29
4122483092,28,26,25,29
4122483101,12,27,25,16
4122486012,26,29,16,18
4122486022,24,28,25,19
4122486031,30,30,28.5,26
4122486041,23,23,22,22
4122486052,23.5,23,26,22
4122486062,24.5,30,20,19
4122486071,16,20,11,19
4122486081,29,27,28,26
4122486092,26,26,16,20
4122486101,29,26,22.5,22
4122493012,28,30,28,23
4122493022,24,18,25,24
4122493031,23,27,19,29
4122493041,28,26,26,32
4122493052,15,25,19,25
4122493062,27,30,28,29
4122493071,25,28,29,18
4122493081,23,29,26,27
4122493092,26,28,26,29
4122493101,27,29,29,29
4122496012,29.5,27,25,28
4122496022,24,24,27,27
4122496031,11,26,23,14
4122496041,28,27,24,20
4122496052,26,26,28,24
4122496062,26,26,25,19
4122496071,26,20,21,19
4122496081,17,29,27,20
4122496092,29,27,27,24
4122496101,14,29,29,11
4122503012,22,27,29,28
4122503022,21,24,22,20
4122503031,29,27,24,24
4122503041,24,25,28,25
4122503052,29,24,28,25
4122503062,27,23,27.5,28
4122503071,29,25,25,29
4122503081,28,23,27,24
4122503092,25,22,24,15
4122503101,26.5,24,25,23
4122506012,28,23,29,27
4122506022,20,26,25,25
4122506031,23,24,28,31
4122506041,16,22,25,21
4122506052,21,23,24,32
4122506062,20.5,25,27,18
4122506071,18,26,29,11
4122506081,10,30,23,21
4122506092,22,26,28,24
4122506101,19,25,30,25
